Domain name,Domain type,Agency,Organization name,City,State,Security Contact Email
lcsami.gov,State or territory,Non-Federal Agency,Local Community Stabilization Authority,,, 
legmt.gov,State or territory,Non-Federal Agency,"Department of Administration, State of Montana",,, 
leyeslaboralesdecolorado.gov,State or territory,Non-Federal Agency,Division of Labor Standards and Statistics,,, 
lgadmi.gov,State or territory,Non-Federal Agency,Department of Technology Management Budget,,, 
licensediniowa.gov,State or territory,Non-Federal Agency,State of Iowa - OCIO,,, 
localcommunitystabilizationauthoritymi.gov,State or territory,Non-Federal Agency,Local Community Stabilization Authority,,, 
lookforwardwi.gov,State or territory,Non-Federal Agency,Wisconsin Department of Financial Institutions,,, 
louisianaentertainment.gov,State or territory,Non-Federal Agency,Louisiana Economic Development,,, 
louisianafaststart.gov,State or territory,Non-Federal Agency,Louisiana Economic Development,,, 
louisiana.gov,State or territory,Non-Federal Agency,State of Louisiana - Office of Telecom Mgt,,, 
louisianalifesciences.gov,State or territory,Non-Federal Agency,Louisiana Economic Development,,, 
louisianamap.gov,State or territory,Non-Federal Agency,Division of Administration,,, 
louisianamusic.gov,State or territory,Non-Federal Agency,Louisiana Economic Development,,, 
louisiananetzero.gov,State or territory,Non-Federal Agency,Louisiana Economic Development,,, 
louisianarural.gov,State or territory,Non-Federal Agency,Louisiana Economic Development,,, 
louisianassbci.gov,State or territory,Non-Federal Agency,Louisiana Economic Development,,, 
lreab.gov,State or territory,Non-Federal Agency,Louisiana Real Estate Appraisers Board,,, 
lrec.gov,State or territory,Non-Federal Agency,Louisiana Real Estate Commission,,, 
lslbc.gov,State or territory,Non-Federal Agency,Louisiana State Licensing Board for Contractors,,, 
ma.gov,State or territory,Non-Federal Agency,Commonwealth of Massachusetts,,, 
mahealthsurveys.gov,State or territory,Non-Federal Agency,Center for Health Information and Analysis,,, 
mahouse.gov,State or territory,Non-Federal Agency,Massachusetts Legislature,,, 
mainecareercenter.gov,State or territory,Non-Federal Agency,Maine Department of Labor,,, 
mainecare.gov,State or territory,Non-Federal Agency,State of Maine Office of Information Technology,,, 
mainedot.gov,State or territory,Non-Federal Agency,Maine Department of Transportation,,, 
maineflu.gov,State or territory,Non-Federal Agency,Maine Center for Disease Control and Prevention,,, 
maineforestservice.gov,State or territory,Non-Federal Agency,Maine Forest Service,,, 
maine.gov,State or territory,Non-Federal Agency,State of Maine,,, 
mainelosap.gov,State or territory,Non-Federal Agency,State of Maine LOSAP Board,,, 
mainepublichealth.gov,State or territory,Non-Federal Agency,Maine CDC,,, 
maineservicecommission.gov,State or territory,Non-Federal Agency,Maine Commission for Community Service,,, 
maineunclaimedproperty.gov,State or territory,Non-Federal Agency,State of Maine Treasurer's Office,,, 
majury.gov,State or territory,Non-Federal Agency,MA Office of Jury Commissioner,,, 
malegislature.gov,State or territory,Non-Federal Agency,Massachusetts Legislature,,, 
manhassetparkdistrictny.gov,State or territory,Non-Federal Agency,Manhasset Park District,,, 
mapwv.gov,State or territory,Non-Federal Agency,"WV GIS Technical Center, Department of Geology and Geography, West Virginia University",,, 
marylandattorneygeneral.gov,State or territory,Non-Federal Agency,Maryland Attorney General,,, 
marylandcomptroller.gov,State or territory,Non-Federal Agency,Comptroller of Maryland,,, 
maryland.gov,State or territory,Non-Federal Agency,Department of Information Technology,,, 
marylandhealthconnection.gov,State or territory,Non-Federal Agency,Maryland Health Benefit Exchange,,, 
marylandtaxes.gov,State or territory,Non-Federal Agency,Comptroller of Maryland,,, 
masenate.gov,State or territory,Non-Federal Agency,Massachusetts Legislature,,, 
massachusetts.gov,State or territory,Non-Federal Agency,Commonwealth of Massachusetts,,, 
masscomparecare.gov,State or territory,Non-Federal Agency,Center for Health Information and Analysis,,, 
massgaming.gov,State or territory,Non-Federal Agency,Massachusetts Gaming Commission,,, 
mass.gov,State or territory,Non-Federal Agency,Commonwealth of Massachusetts,,, 
masshpc.gov,State or territory,Non-Federal Agency,Health Policy Commission,,, 
mcac-md.gov,State or territory,Non-Federal Agency,Maryland Coordination and Analysis Center,,, 
mdatc.gov,State or territory,Non-Federal Agency,Department of Information Technology,,, 
mdbre.gov,State or territory,Non-Federal Agency,Bureau of Revenue Estimates,,, 
mdcacdom.gov,State or territory,Non-Federal Agency,Maryland Coordination and Analysis Center.,,, 
mdcac.gov,State or territory,Non-Federal Agency,Maryland Coordination and Analysis Center,,, 
mdcourts.gov,State or territory,Non-Federal Agency,Maryland Judiciary,,, 
md.gov,State or territory,Non-Federal Agency,Department of Information Technology,,, 
mdtaxconnect.gov,State or territory,Non-Federal Agency,Comptroller of Maryland,,, 
measuretn.gov,State or territory,Non-Federal Agency,State of Tennessee,,, 
medcmi.gov,State or territory,Non-Federal Agency,Department of Technology Management Budget,,, 
me.gov,State or territory,Non-Federal Agency,State of Maine,,, 
mgcbmi.gov,State or territory,Non-Federal Agency,Department of Technology Management Budget,,, 
mi365.gov,State or territory,Non-Federal Agency,Department of Technology Management Budget,,, 
mich.gov,State or territory,Non-Federal Agency,Department of Technology Management and Budget,,, 
michigan.gov,State or territory,Non-Federal Agency,Department of Technology Management and Budget,,, 
michiganidc.gov,State or territory,Non-Federal Agency,Michigan Indigent Defense Commission,,, 
micourt.gov,State or territory,Non-Federal Agency,Michigan Supreme Court,,, 
mieog.gov,State or territory,Non-Federal Agency,Department of Technology Management and Budget,,, 
mi.gov,State or territory,Non-Federal Agency,Department of Technology Management and Budget,,, 
minnesota.gov,State or territory,Non-Federal Agency,"State of Minnesota, Office of Enterprise Technology",,, 
mississippi.gov,State or territory,Non-Federal Agency,I.T.S State of Mississippi,,, 
missouri.gov,State or territory,Non-Federal Agency,State of Missouri,,, 
mncourts.gov,State or territory,Non-Federal Agency,Minnesota Supreme Court,,, 
mndnr.gov,State or territory,Non-Federal Agency,Minnesota Department of Natural Resources,,, 
mndot.gov,State or territory,Non-Federal Agency,Minnesota Department of Transportation,,, 
mn.gov,State or territory,Non-Federal Agency,"State of Minnesota, Office of Enterprise Technology",,, 
mnsenate.gov,State or territory,Non-Federal Agency,Minnesota Senate,,, 
mnvotes.gov,State or territory,Non-Federal Agency,Office of the Minnesota Secretary of State,,, 
modot.gov,State or territory,Non-Federal Agency,Missouri Department of Transporation,,, 
mo.gov,State or territory,Non-Federal Agency,State of Missouri,,, 
montanafraud.gov,State or territory,Non-Federal Agency,"Department of Administration, State of Montana",,, 
montana.gov,State or territory,Non-Federal Agency,State of Montana,,, 
montanaguard.gov,State or territory,Non-Federal Agency,Montana Army National Guard,,, 
montanaworks.gov,State or territory,Non-Federal Agency,Department of Labor & Industry - Technology Services Division,,, 
msda23.gov,State or territory,Non-Federal Agency,District Attorney's Office 23rd Circuit Court District,,, 
ms.gov,State or territory,Non-Federal Agency,ITS,,, 
mslmi.gov,State or territory,Non-Federal Agency,Department of Technology Management Budget,,, 
mspadmi.gov,State or territory,Non-Federal Agency,Department of Technology Management Budget,,, 
mtcountyresults.gov,State or territory,Non-Federal Agency,Montana Secretary of State,,, 
mtdnrc.gov,State or territory,Non-Federal Agency,Department of Natural Resources and Conservation,,, 
mtelectionresults.gov,State or territory,Non-Federal Agency,mtelectionresults.gov,,, 
mt.gov,State or territory,Non-Federal Agency,State of Montana,,, 
mtleg.gov,State or territory,Non-Federal Agency,"Department of Administration, State of Montana",,, 
mtlegnews.gov,State or territory,Non-Federal Agency,Montana Legislative Branch,,, 
mtrealid.gov,State or territory,Non-Federal Agency,Montana Department of Justice,,, 
mtredistricting.gov,State or territory,Non-Federal Agency,Montana Legislative Branch,,, 
mtrevenue.gov,State or territory,Non-Federal Agency,MT Department of Revenue,,, 
mtsafe.gov,State or territory,Non-Federal Agency,Montana Department of Justice,,, 
mtsosfilings.gov,State or territory,Non-Federal Agency,Montana Secretary of State,,, 
muskegowi.gov,State or territory,Non-Federal Agency,City of Muskego,,, 
mvdmt.gov,State or territory,Non-Federal Agency,Montana Department of Justice,,, 
mvdnowaz.gov,State or territory,Non-Federal Agency,ADOT,,, 
myalabama.gov,State or territory,Non-Federal Agency,State of Alabama,,, 
myalaska.gov,State or territory,Non-Federal Agency,State of Alaska,,, 
mycolorado.gov,State or territory,Non-Federal Agency,Governor's Office of Information Technology (OIT),,, 
myfloridacensus.gov,State or territory,Non-Federal Agency,Florida House of Representatives,,, 
myfloridacfo.gov,State or territory,Non-Federal Agency,Florida Department of Financial Services,,, 
myflorida.gov,State or territory,Non-Federal Agency,State of Florida / Department of Management Services,,, 
myfloridahouse.gov,State or territory,Non-Federal Agency,The Florida House of Representatives,,, 
myfloridalicense.gov,State or territory,Non-Federal Agency,Department of Business and Professional Regulation,,, 
myfloridarx.gov,State or territory,Non-Federal Agency,Agency for Health Care Administration,,, 
myfloridatreasurehunt.gov,State or territory,Non-Federal Agency,FL Dept of Financial Services,,, 
myhawaii.gov,State or territory,Non-Federal Agency,DAGS/ICSD,,, 
myindiana.gov,State or territory,Non-Federal Agency,Intelenet Commission,,, 
myin.gov,State or territory,Non-Federal Agency,Intelenet Commission,,, 
mykentucky.gov,State or territory,Non-Federal Agency,Commonwealth of Kentucky Cabinet for Health and Family Services,,, 
myky.gov,State or territory,Non-Federal Agency,Commonwealth of Kentucky Cabinet for Health and Family Services,,, 
mymaineconnection.gov,State or territory,Non-Federal Agency,State of Maine - Office for Information Technology,,, 
mymdtaxes.gov,State or territory,Non-Federal Agency,Comptroller of Maryland,,, 
myncdmv.gov,State or territory,Non-Federal Agency,NC Department of Transportation,,, 
mynevada.gov,State or territory,Non-Federal Agency,"State of Nevada, Department of Information Technology",,, 
mynjhelps.gov,State or territory,Non-Federal Agency,Department of Human Services Division of Family Development,,, 
myohio.gov,State or territory,Non-Federal Agency,"State of Ohio, Office of IT",,, 
myoregon.gov,State or territory,Non-Federal Agency,Office of Governor Kate Brown,,, 
mysc.gov,State or territory,Non-Federal Agency,"State of South Carolina, The South Carolina Department of Administration, Chief Information Officer",,, 
mytennessee.gov,State or territory,Non-Federal Agency,State of Tennessee,,, 
mytn.gov,State or territory,Non-Federal Agency,State of Tennessee ,,, 
myvotect.gov,State or territory,Non-Federal Agency,CT SOTS,,, 
ncagr.gov,State or territory,Non-Federal Agency,Information Technology Services,,, 
ncauditor.gov,State or territory,Non-Federal Agency,North Carolina Office of the State Auditor,,, 
ncbar.gov,State or territory,Non-Federal Agency,North Carolina State Bar,,, 
ncbroadband.gov,State or territory,Non-Federal Agency,North Carolina Department of Commerce,,, 
nccertifiedparalegal.gov,State or territory,Non-Federal Agency,North Carolina State Bar,,, 
nccob.gov,State or territory,Non-Federal Agency,North Carolina Office of the Commissioner of Banks,,, 
nccourts.gov,State or territory,Non-Federal Agency,NC Admin. Office of the Courts,,, 
nccpaboard.gov,State or territory,Non-Federal Agency,NC State Board of CPA Examiners,,, 
ncdci.gov,State or territory,Non-Federal Agency,North Carolina Department of Public Safety,,, 
ncdcr.gov,State or territory,Non-Federal Agency,NC Department of Cultural Resources,,, 
ncdenr.gov,State or territory,Non-Federal Agency,NC Department of Environment and Natural Resources,,, 
ncdhhs.gov,State or territory,Non-Federal Agency,NC Department of Health and Human Services,,, 
ncdoi.gov,State or territory,Non-Federal Agency,North Carolina Department of Insurance,,, 
ncdoj.gov,State or territory,Non-Federal Agency,North Carolina Department of Justice,,, 
ncdor.gov,State or territory,Non-Federal Agency,Department of Information Technology,,, 
ncdot.gov,State or territory,Non-Federal Agency,North Carolina Department of Transportation,,, 
ncdpi.gov,State or territory,Non-Federal Agency,North Carolina Department of Public Instruction,,, 
ncdps.gov,State or territory,Non-Federal Agency,N.C. Department of Public Safety,,, 
ncdrc.gov,State or territory,Non-Federal Agency,Administrative Office of the Courts,,, 
ncedcloud.gov,State or territory,Non-Federal Agency,NC Department of Public Instruction,,, 
ncem.gov,State or territory,Non-Federal Agency,North Carolina Emergency Management,,, 
ncforestproducts.gov,State or territory,Non-Federal Agency,North Carolina Forest Service,,, 
ncforestservice.gov,State or territory,Non-Federal Agency,North Carolina Forest Service,,, 
nc.gov,State or territory,Non-Federal Agency,"ITS, Executive Office of the State of North Carolina",,, 
nchaf-dynamic.gov,State or territory,Non-Federal Agency,North Carolina Housing Finance Agency,,, 
nchaf.gov,State or territory,Non-Federal Agency,North Carolina Housing Finance Agency,,, 
nchaf-static.gov,State or territory,Non-Federal Agency,North Carolina Housing Finance Agency,,, 
nchealthconnex.gov,State or territory,Non-Federal Agency,"DIT, State of North Carolina",,, 
nchomeownerassistance.gov,State or territory,Non-Federal Agency,North Carolina Housing Finance Agency,,, 
ncisaac.gov,State or territory,Non-Federal Agency,North Carolina Department of Justice,,, 
ncjsc.gov,State or territory,Non-Federal Agency,North Carolina Administrative Office of the Courts,,, 
nclamp.gov,State or territory,Non-Federal Agency,North Carolina State Bar,,, 
nclawspecialists.gov,State or territory,Non-Federal Agency,North Carolina State Bar,,, 
nclea.gov,State or territory,Non-Federal Agency,NC Judicial Branch,,, 
ncleg.gov,State or territory,Non-Federal Agency,North Carolina General Assembly,,, 
ncmedicaidplan.gov,State or territory,Non-Federal Agency,NC Dept of Health and Human Services,,, 
ncmedicaidplans.gov,State or territory,Non-Federal Agency,NC Dept of Health and Human Services,,, 
nconemap.gov,State or territory,Non-Federal Agency,DENR - CGIA,,, 
ncosc.gov,State or territory,Non-Federal Agency,"State of North Carolina, Office of the State Controller",,, 
ncosfm.gov,State or territory,Non-Federal Agency,NC Department of Insurance,,, 
ncparks.gov,State or territory,Non-Federal Agency,North Carolina Division of Parks and Recreation,,, 
ncpublicschools.gov,State or territory,Non-Federal Agency,North Carolina Department of Public Instruction,,, 
ncrealid.gov,State or territory,Non-Federal Agency,North Carolina Department Of Transportation,,, 
ncrec.gov,State or territory,Non-Federal Agency,North Carolina Real Estate Commission,,, 
ncsbadvisors.gov,State or territory,Non-Federal Agency,North Carolina Department of Commerce,,, 
ncsbe-apps.gov,State or territory,Non-Federal Agency,North Carolina State Board of Elections,,, 
ncsbe.gov,State or territory,Non-Federal Agency,State Board of Elections,,, 
ncsbi.gov,State or territory,Non-Federal Agency,North Carolina Department of Justice,,, 
ncshp.gov,State or territory,Non-Federal Agency,North Carolina State Highway Patrol,,, 
ncsis.gov,State or territory,Non-Federal Agency,Department of Public Instruction,,, 
ncsparta.gov,State or territory,Non-Federal Agency,North Carolina Emergency Management,,, 
ncstate.gov,State or territory,Non-Federal Agency,NC State University,,, 
ncswboard.gov,State or territory,Non-Federal Agency,North Carolina Social Work Certification and Licensure Board,,, 
ncuc.gov,State or territory,Non-Federal Agency,North Carolina Utilities Commission,,, 
ncvps.gov,State or territory,Non-Federal Agency,NC Department of Public Instruction,,, 
ncworks.gov,State or territory,Non-Federal Agency,Division of Workforce Solutions of the Department of Commerce,,, 
ndcensus.gov,State or territory,Non-Federal Agency,State of ND,,, 
ndcloud.gov,State or territory,Non-Federal Agency,"State of ND, ITD",,, 
ndcourts.gov,State or territory,Non-Federal Agency,North Dakora Judicial Branch,,, 
nddatacenter.gov,State or territory,Non-Federal Agency,"State of ND, ITD",,, 
nd.gov,State or territory,Non-Federal Agency,"State of ND, ITD",,, 
ndhan.gov,State or territory,Non-Federal Agency,"State of ND, Information Technology Department",,, 
ndhealth.gov,State or territory,Non-Federal Agency,"State of ND, Information Technology Department",,, 
ndhhs.gov,State or territory,Non-Federal Agency,"State of ND, ITD",,, 
ndlegis.gov,State or territory,Non-Federal Agency,North Dakota Legislative Council,,, 
ndlegistest.gov,State or territory,Non-Federal Agency,ND Legislative Council,,, 
ndplumbingboard.gov,State or territory,Non-Federal Agency,North Dakota State Plumbing Board,,, 
ndresponse.gov,State or territory,Non-Federal Agency,"State of North Dakota, ITD",,, 
ndstudies.gov,State or territory,Non-Federal Agency,"State of ND, ITD",,, 
nebraskacorn.gov,State or territory,Non-Federal Agency,Office of the CIO,,, 
nebraskadrypeas.gov,State or territory,Non-Federal Agency,Nebraska Dry Pea and Lentil Commission,,, 
nebraska.gov,State or territory,Non-Federal Agency,Office of the CIO,,, 
nebraskajudicial.gov,State or territory,Non-Federal Agency,Nebraska Judicial Branch,,, 
nebraskalegislature.gov,State or territory,Non-Federal Agency,State of Nebraska,,, 
nebraskalostcash.gov,State or territory,Non-Federal Agency,OCIO,,, 
nebraskamap.gov,State or territory,Non-Federal Agency,State of Nebraska,,, 
nebraskaresearch2.gov,State or territory,Non-Federal Agency,University of Nebraska,,, 
nebraskaresearch.gov,State or territory,Non-Federal Agency,University of Nebraska,,, 
nebraskaspending.gov,State or territory,Non-Federal Agency,OCIO,,, 
nebraskaunicameral.gov,State or territory,Non-Federal Agency,State of Nebraska,,, 
nebraskawheat.gov,State or territory,Non-Federal Agency,Nebraska Wheat Board,,, 
ne.gov,State or territory,Non-Federal Agency,State of Nebraska,,, 
nejudicial.gov,State or territory,Non-Federal Agency,Nebraska Judicial Branch,,, 
networkmaryland.gov,State or territory,Non-Federal Agency,Maryland Dept. of Information Technology,,, 
networknebraska.gov,State or territory,Non-Federal Agency,Office of the CIO,,, 
nevada.gov,State or territory,Non-Federal Agency,"State of Nevada, Department of Information Technology",,, 
nevadatreasurer.gov,State or territory,Non-Federal Agency,Nevada State Treasurer,,, 
nevadaunclaimedproperty.gov,State or territory,Non-Federal Agency,Nevada Enterprise IT,,, 
newcc.gov,State or territory,Non-Federal Agency,Nebraska Workers' Compensation Court,,, 
newengland511.gov,State or territory,Non-Federal Agency,State of Vermont,,, 
newhampshire.gov,State or territory,Non-Federal Agency,State of New Hampshire,,, 
newjerseybusiness.gov,State or territory,Non-Federal Agency,Office of Information Technology,,, 
newjersey.gov,State or territory,Non-Federal Agency,State of New Jersey,,, 
newjerseyhomekeeper.gov,State or territory,Non-Federal Agency,New Jersey Housing and Mortgage Finance,,, 
newmexico.gov,State or territory,Non-Federal Agency,Dept. of Information Technology,,, 
newyorkhealth.gov,State or territory,Non-Federal Agency,New York State Department of Health,,, 
ngla.gov,State or territory,Non-Federal Agency,Louisiana Military Department,,, 
nh.gov,State or territory,Non-Federal Agency,State of New Hampshire,,, 
njcares.gov,State or territory,Non-Federal Agency,"Department of Law and Public Safety, Office of the Attorney General",,, 
njccc.gov,State or territory,Non-Federal Agency,NJ Casino Control Commission,,, 
njchildsupport.gov,State or territory,Non-Federal Agency,Department of Human Services Division of Family Development,,, 
njcivilrights.gov,State or territory,Non-Federal Agency,"State of NJ, Dept. of Law and Public Safety, Office of the Attorney General",,, 
njconsumeraffairs.gov,State or territory,Non-Federal Agency,"State of New Jersey, Dept. of Law & Pub. Safety, Office of the Attorney General",,, 
njcourts.gov,State or territory,Non-Federal Agency,NJ Judiciary,,, 
njdcj.gov,State or territory,Non-Federal Agency,NJ Department of Law and Public Safety,,, 
njdge.gov,State or territory,Non-Federal Agency,New Jersey Department of Law and Public Safety,,, 
njdoc.gov,State or territory,Non-Federal Agency,New Jersey Department of Corrections,,, 
njeda.gov,State or territory,Non-Federal Agency,New Jersey Economic Development Authority,,, 
nj.gov,State or territory,Non-Federal Agency,State of New Jersey,,, 
njgunstat.gov,State or territory,Non-Federal Agency,"NJ Law and Public Safety, Office of the Attorney General",,, 
njhelps.gov,State or territory,Non-Federal Agency,Department of Human Services Division of Family Development,,, 
njhmfa.gov,State or territory,Non-Federal Agency,New Jersey Housing and Mortgage Finance Agency (NJHMFA),,, 
njhomekeeper.gov,State or territory,Non-Federal Agency,New Jersey Housing and Mortgage Finance Agency,,, 
njhomelandsecurity.gov,State or territory,Non-Federal Agency,New Jersey Office of Homeland Security and Preparedness,,, 
njhousing.gov,State or territory,Non-Federal Agency,New Jersey Housing and Mortgage Finance Agency,,, 
njhousingresourcecenter.gov,State or territory,Non-Federal Agency,NJHMFA,,, 
njhrc.gov,State or territory,Non-Federal Agency,NJHMFA,,, 
njhumantrafficking.gov,State or territory,Non-Federal Agency,"State of New Jersey, Dept. of Law & Pub. Safety, Office of the Attorney General",,, 
njib.gov,State or territory,Non-Federal Agency,New Jersey Infrastructure Bank (I-Bank),,, 
njleg.gov,State or territory,Non-Federal Agency,NJ Office of Legislative Services,,, 
njmedicalboard.gov,State or territory,Non-Federal Agency,"State of New Jersey, Dept. of Law & Pub. Safety, Office of the Attorney General",,, 
njmvc.gov,State or territory,Non-Federal Agency,New Jersey Motor Vehicle Commission,,, 
njoag.gov,State or territory,Non-Federal Agency,"State of NJ, Office of the Attorney General",,, 
njohsp.gov,State or territory,Non-Federal Agency,New Jersey Office of Homeland Security and Preparedness,,, 
njoneapp.gov,State or territory,Non-Federal Agency,Division of Family Development,,, 
njpaad.gov,State or territory,Non-Federal Agency,"NJ Department of Human Services, DoAS",,, 
njsda.gov,State or territory,Non-Federal Agency,New Jersey Schools Development Authority (NJSDA),,, 
njsecurities.gov,State or territory,Non-Federal Agency,New Jersey Bureau of Securities,,, 
njseniorgold.gov,State or territory,Non-Federal Agency,"NJ Department of Human Services, DoAS",,, 
njshield.gov,State or territory,Non-Federal Agency,New Jersey Office of Homeland Security and Preparedness,,, 
njsnap-ed.gov,State or territory,Non-Federal Agency,"New Jersey Department of Human Services, Division of Family Development",,, 
njsnap.gov,State or territory,Non-Federal Agency,Division of Family Development,,, 
njsp.gov,State or territory,Non-Federal Agency,"NJ Department of Law and Public Safety, Division of State Police",,, 
njsrgold.gov,State or territory,Non-Federal Agency,"NJ Department of Human Services, DoAS",,, 
njstart.gov,State or territory,Non-Federal Agency,"Dept of Treasury, Division of Purchase and Property",,, 
njvcco.gov,State or territory,Non-Federal Agency,New Jersey Department of Law and Public Safety,,, 
nmag.gov,State or territory,Non-Federal Agency,New Mexico Attorey General's Office,,, 
nmcourts.gov,State or territory,Non-Federal Agency,Judicial Information Division,,, 
nmdataxchange.gov,State or territory,Non-Federal Agency,Judicial Information Division,,, 
nm.gov,State or territory,Non-Federal Agency,State of New Mexico,,, 
nmijudiciary.gov,State or territory,Non-Federal Agency,NMI Judiciary,,, 
nmjusticedata.gov,State or territory,Non-Federal Agency,Judicial Information Division,,, 
nmlegis.gov,State or territory,Non-Federal Agency,NM-Legislative Council Service,,, 
nmsto.gov,State or territory,Non-Federal Agency,New Mexico State Treasurer's Office,,, 
noexcusesc.gov,State or territory,Non-Federal Agency,South Carolina State Election Commission,,, 
nohatenj.gov,State or territory,Non-Federal Agency,NJ Department of Law and Public Safety,,, 
nomasfraudecolorado.gov,State or territory,Non-Federal Agency,Colorado Department of Law,,, 
northcarolina.gov,State or territory,Non-Federal Agency,State of North Carolina,,, 
north-dakota.gov,State or territory,Non-Federal Agency,"State of ND, ITD",,, 
northdakota.gov,State or territory,Non-Federal Agency,"State of ND, ITD",,, 
nv529.gov,State or territory,Non-Federal Agency,Nevada State Treasurer's Office,,, 
nvagomla.gov,State or territory,Non-Federal Agency,NV Office of the Attorney General,,, 
nvcogct.gov,State or territory,Non-Federal Agency,Naugatuck Valley Council of Governments,,, 
nvcourts.gov,State or territory,Non-Federal Agency,Supreme Court of Nevada,,, 
nvdps.gov,State or territory,Non-Federal Agency,Enterprise IT Services Division,,, 
nvdpspub.gov,State or territory,Non-Federal Agency,Nevada Department of Public Safety,,, 
nvease.gov,State or territory,Non-Federal Agency,Nevada Secretary of State,,, 
nvggms.gov,State or territory,Non-Federal Agency,Nevada State Treasurer,,, 
nv.gov,State or territory,Non-Federal Agency,"State of Nevada, Department of Information Technology",,, 
nvigate.gov,State or territory,Non-Federal Agency,Office of the State Treasurer,,, 
nvleg.gov,State or territory,Non-Federal Agency,Legislative Counsel Bureau,,, 
nvprepaid.gov,State or territory,Non-Federal Agency,Nevada State Treasurer,,, 
nvsexoffenders.gov,State or territory,Non-Federal Agency,State of Nevada,,, 
nvsilverflume.gov,State or territory,Non-Federal Agency,Nevada Secretary of State,,, 
nvsos.gov,State or territory,Non-Federal Agency,Nevada Secretary of State,,, 
nyassembly.gov,State or territory,Non-Federal Agency,New York State Assembly,,, 
nycourthelp.gov,State or territory,Non-Federal Agency,NYS Unified Court System Division of Technology,,, 
nycourts.gov,State or territory,Non-Federal Agency,NYS Unified Court System Division of Technology,,, 
ny.gov,State or territory,Non-Federal Agency,State of New York,,, 
nyhousingsearch.gov,State or territory,Non-Federal Agency,NYS Division of Housing and Community Renewal,,, 
nyirc.gov,State or territory,Non-Federal Agency,New York State Assembly,,, 
nyjuror.gov,State or territory,Non-Federal Agency,New York State Unified Court System,,, 
nylbdc.gov,State or territory,Non-Federal Agency,New York State Legislative Bill Drafting Commission,,, 
nylipa.gov,State or territory,Non-Federal Agency,New York State Assembly,,, 
nyprepare.gov,State or territory,Non-Federal Agency,NYS Office of Homeland Security,,, 
nysassembly.gov,State or territory,Non-Federal Agency,New York State Assembly,,, 
nysdot.gov,State or territory,Non-Federal Agency,NYS Department of Transportation,,, 
nysed.gov,State or territory,Non-Federal Agency,New York State Education Department,,, 
nysenate.gov,State or territory,Non-Federal Agency,State of New York,,, 
nystax.gov,State or territory,Non-Federal Agency,New York State Department of Taxation and Finance ,,, 
nyvotes.gov,State or territory,Non-Federal Agency,New York State Office of Information Technology Services,,, 
ocfodc.gov,State or territory,Non-Federal Agency,Office of the Chief Financial Officer,,, 
ocpr.gov,State or territory,Non-Federal Agency,Office of the Comptroller of the Commonwealth of Puerto Rico,,, 
oh.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohioag.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohioago.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohioagriculture.gov,State or territory,Non-Federal Agency,"State of Ohio, Office of IT",,, 
ohioanalytics.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohioattorneygeneral.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohioauditor.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohiobmv.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohiobusinesscentral.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohiocenterfornursing.gov,State or territory,Non-Federal Agency,State of Ohio ,,, 
ohiocheckbook.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohiocourtofclaims.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohiocourts.gov,State or territory,Non-Federal Agency,"State of Ohio, Office of IT",,, 
ohiodnr.gov,State or territory,Non-Federal Agency,Ohio Department of Natural Resources,,, 
ohio.gov,State or territory,Non-Federal Agency,"State of Ohio, Office of IT",,, 
ohiohouse.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohiojudicialcenter.gov,State or territory,Non-Federal Agency,"State of Ohio, Office of IT",,, 
ohiomeansaccessibility.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohiomeansjobs.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohiomeanstraining.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohiomeansveteransjobs.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohionosmokelaw.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohiopmp.gov,State or territory,Non-Federal Agency,State of Ohio Office of Information Technology,,, 
ohiored.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohiosecretaryofstate.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohiosenate.gov,State or territory,Non-Federal Agency,Ohio Legislative Information Systems,,, 
ohiosos.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohiostateparks.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohiosupremecourt.gov,State or territory,Non-Federal Agency,"State of Ohio, Office of IT",,, 
ohiot21.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohiotobacco21.gov,State or territory,Non-Federal Agency,State of Ohio,,, 
ohiotreasurer.gov,State or territory,Non-Federal Agency,Ohio Department of Administrative Services OIT SDD ,,, 
ohioveteranshome.gov,State or territory,Non-Federal Agency,"State of Ohio, Office of IT",,, 
